Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species,OTU,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__uncultured_bacterium_g__Roseburia,OTU145,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_xylanophilum_group,s__uncultured_bacterium_g__Eubacterium_xylanophilum_group,OTU75,1,408,1,268,12,0,0,0,0,0,0,0,0,0,1
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU362,68,155,58,292,215,13,6,45,17,0,164,135,232,349,219
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__norank_o__RF39,g__norank_f__norank_o__RF39,s__unclassified_g__norank_f__norank_o__RF39,OTU624,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU360,22,32,41,50,58,66,24,37,0,2,6,18,22,24,22
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group,s__uncultured_bacterium_g__Lachnospiraceae_NK4A136_group,OTU355,3,0,0,0,0,0,7,23,0,20,0,7,0,4,3
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__uncultured_bacterium_g__Alistipes,OTU170,0,0,0,0,0,2,0,0,6,7,0,0,0,12,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Paludicola,s__uncultured_Ruminococcus_sp._g__Paludicola,OTU523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU554,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__unclassified_g__norank_f__Muribaculaceae,OTU605,1,1,1,1,1,5,33,35,33,4,23,71,84,6,28
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__unclassified_f__Ruminococcaceae,s__unclassified_f__Ruminococcaceae,OTU671,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU493,0,0,0,0,0,3,0,4,0,0,2,0,1,4,1
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__unclassified_g__norank_f__Muribaculaceae,OTU217,4,6,6,12,4,0,0,0,2,0,2,4,2,1,2
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__unclassified_g__norank_f__Muribaculaceae,OTU215,2,0,7,9,3,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Odoribacter,s__uncultured_bacterium_g__Odoribacter,OTU34,9,11,1,0,5,0,0,0,0,0,0,1,0,3,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU396,0,0,0,0,0,6,14,7,34,120,0,4,43,6,5
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_sensu_stricto_1,s__uncultured_bacterium_g__Clostridium_sensu_stricto_1,OTU285,0,0,0,2,0,3,55,4,0,22,14,8,10,2,9
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU258,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Muribaculum,s__uncultured_bacterium_g__Muribaculum,OTU181,112,51,51,169,95,0,1,3,2,0,4,4,6,0,6
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU253,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__unclassified_p__Firmicutes,o__unclassified_p__Firmicutes,f__unclassified_p__Firmicutes,g__unclassified_p__Firmicutes,s__unclassified_p__Firmicutes,OTU299,0,1,0,1,0,0,0,0,0,0,1,4,4,5,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU251,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__norank_f__Oscillospiraceae,s__uncultured_bacterium_g__norank_f__Oscillospiraceae,OTU715,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_uniformis,OTU584,0,0,0,0,1,7,2,0,0,14,2,0,0,0,2
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__UCG-005,s__uncultured_Clostridiales_bacterium_g__UCG-005,OTU18,14,16,2,0,0,0,0,0,0,0,0,0,0,0,1
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU325,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__norank_f__Eggerthellaceae,s__uncultured_Coriobacteriales_bacterium_g__norank,OTU496,0,20,0,0,1,2,2,8,3,0,2,6,0,1,2
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__UCG-007,s__uncultured_rumen_bacterium_g__UCG-007,OTU763,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__unclassified_f__Prevotellaceae,s__unclassified_f__Prevotellaceae,OTU525,0,0,0,0,0,47,188,394,490,275,88,0,21,0,1
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Candidatus_Soleaferrea,s__Ruminococcaceae_bacterium_GD6,OTU216,0,0,0,1,0,4,3,2,0,2,0,0,1,0,1
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__norank_f__Lachnospiraceae,s__unclassified_g__norank_f__Lachnospiraceae,OTU26,441,50,40,2,21,0,1,0,1,352,2,0,3,1,113
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU287,0,5,0,1,5,0,2,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelatoclostridiaceae,g__norank_f__Erysipelatoclostridiaceae,s__uncultured_bacterium_g__norank_f__Erysipelatoclostridiaceae,OTU530,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU400,0,1,1,1,2,0,3,3,1,21,2,0,2,1,2
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,OTU77,0,153,0,0,0,0,0,0,0,0,0,0,0,0,1
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Faecalibaculum,s__Faecalibaculum_rodentium,OTU268,1,2,0,3,0,491,31,26,10,8,3,5,3,1,3
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__norank_f__Ruminococcaceae,s__unclassified_g__norank_f__Ruminococcaceae,OTU186,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnoclostridium,s__unclassified_g__Lachnoclostridium,OTU721,0,2,0,2,0,0,0,0,0,0,0,5,0,4,15
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_Bacteroidales_bacterium_g__norank_f__Muribaculaceae,OTU104,173,337,427,518,697,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides,s__unclassified_g__Parabacteroides,OTU513,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__norank_f__Oscillospiraceae,s__uncultured_bacterium_g__norank_f__Oscillospiraceae,OTU142,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_Bacteroidales_bacterium_g__norank_f__Muribaculaceae,OTU691,51,59,82,89,91,0,2,0,5,0,27,37,35,14,13
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales-Tissierellales,f__Anaerovoracaceae,g__Family_XIII_AD3011_group,s__unclassified_g__Family_XIII_AD3011_group,OTU218,0,7,0,1,2,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__norank_f__Ruminococcaceae,s__unclassified_g__norank_f__Ruminococcaceae,OTU185,0,31,0,1,39,0,0,0,0,1,0,0,1,1,3
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_acidifaciens,OTU281,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Allobaculum,s__uncultured_bacterium_g__Allobaculum,OTU369,0,2,0,1,2,4,0,2,135,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__unclassified_g__norank_f__Muribaculaceae,OTU61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group,s__Lachnospiraceae_bacterium_COE1,OTU35,13,41,1,5,4,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_FCS020_group,s__uncultured_bacterium_g__Lachnospiraceae_FCS020_group,OTU158,2,6,0,7,4,0,0,0,0,0,2,1,2,0,1
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU741,1,3,2,3,0,0,0,0,0,0,3,1,0,1,2
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales-Tissierellales,f__Anaerovoracaceae,g__Family_XIII_AD3011_group,s__unclassified_g__Family_XIII_AD3011_group,OTU616,1,3,0,1,4,13,1,7,2,21,0,12,8,22,6
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Anaerotruncus,s__uncultured_bacterium_g__Anaerotruncus,OTU595,2,3,11,0,2,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__UCG-010,g__norank_f__UCG-010,s__uncultured_organism_g__norank_f__UCG-010,OTU120,1,3,2,6,0,3,0,1,0,11,0,1,3,1,1
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU745,0,0,0,0,0,8,9,48,2,3,62,80,64,30,46
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,OTU686,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Odoribacter,s__uncultured_bacterium_g__Odoribacter,OTU585,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__unclassified_g__norank_f__Muribaculaceae,OTU92,101,140,144,82,233,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_Bacteroidales_bacterium_g__norank_f__Muribaculaceae,OTU177,6,16,30,16,17,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__unclassified_f__Muribaculaceae,s__unclassified_f__Muribaculaceae,OTU129,3,0,0,8,2,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU84,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU219,6,4,4,8,11,0,0,0,0,0,0,0,1,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_UCG-014,f__norank_o__Clostridia_UCG-014,g__norank_f__norank_o__Clostridia_UCG-014,s__unclassified_g__norank_f__norank_o__Clostridia_UCG-014,OTU247,0,0,0,0,0,11,8,1,0,14,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Eubacterium_siraeum_group,s__uncultured_bacterium_g__Eubacterium_siraeum_group,OTU718,0,42,0,0,15,0,1,0,0,22,14,0,2,85,19
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__A2,s__uncultured_bacterium_g__A2,OTU207,12,321,3,0,226,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Ruminococcus_torques_group,s__uncultured_bacterium_g__Ruminococcus_torques_group,OTU440,0,0,0,0,0,11,21,1,0,56,1008,22,353,19,55
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_UCG-014,f__norank_o__Clostridia_UCG-014,g__norank_f__norank_o__Clostridia_UCG-014,s__unclassified_g__norank_f__norank_o__Clostridia_UCG-014,OTU242,1,46,1,15,9,22,44,6,0,85,10,27,69,11,22
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Anaerotruncus,s__uncultured_bacterium_g__Anaerotruncus,OTU306,67,65,34,0,98,0,0,2,0,0,8,6,57,53,365
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__gut_metagenome_g__Lactobacillus,OTU609,0,13,0,0,1,1,52,20,0,1,39,57,14,8,1
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Defluviitaleaceae,g__Defluviitaleaceae_UCG-011,s__unclassified_g__Defluviitaleaceae_UCG-011,OTU384,0,21,0,0,2,0,1,0,0,24,0,0,4,4,1
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__norank_f__Flavobacteriaceae,s__gut_metagenome_g__norank_f__Flavobacteriaceae,OTU589,1,2,0,1,3,0,0,0,0,1,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Coriobacteriaceae_UCG-002,s__uncultured_bacterium_g__Coriobacteriaceae_UCG-002,OTU222,0,2,0,2,1,13,2,1,0,0,4,6,0,0,1
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU539,0,0,0,0,0,0,0,2,0,0,0,0,4,2,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Marvinbryantia,s__unclassified_g__Marvinbryantia,OTU448,2,7,1,2,7,7,3,11,4,149,46,3,10,1,1
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified_g__Bacteroides,OTU280,0,0,0,0,0,10,14,1,0,4,0,0,3,0,3
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__unclassified_f__Butyricicoccaceae,s__unclassified_f__Butyricicoccaceae,OTU641,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__uncultured_bacterium_g__Roseburia,OTU63,1,2,5,1,1,1,3,1,0,4,0,3,1,1,6
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_vadinBB60_group,f__norank_o__Clostridia_vadinBB60_group,g__norank_f__norank_o__Clostridia_vadinBB60_group,s__unclassified_g__norank_f__norank_o__Clostridia_vadinBB60_group,OTU708,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__UCG-010,g__norank_f__UCG-010,s__unclassified_g__norank_f__UCG-010,OTU275,0,1,0,2,1,0,4,0,0,2,0,0,2,2,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__uncultured_bacterium_g__Roseburia,OTU66,3,10,15,0,20,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group,s__Lachnospiraceae_bacterium_COE1,OTU40,13,40,3,3,6,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales-Tissierellales,f__Anaerovoracaceae,g__Eubacterium_nodatum_group,s__uncultured_bacterium_g__Eubacterium_nodatum_group,OTU661,0,11,0,11,11,8,18,16,4,65,2,23,22,17,17
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Enterorhabdus,s__uncultured_bacterium_g__Enterorhabdus,OTU488,0,4,0,1,0,6,6,8,0,0,6,15,5,3,4
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU226,13,7,13,19,24,179,41,11,352,0,2,4,14,5,1
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU227,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU224,0,2,1,4,2,123,32,19,69,0,0,6,10,1,3
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU225,221,131,174,235,113,320,0,9,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__unclassified_g__Roseburia,OTU748,0,2,0,0,0,0,0,0,0,0,0,1,0,0,43
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU220,2,4,1,3,3,0,1,0,4,0,1,1,0,1,4
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU221,0,0,0,0,2,2,5,8,0,0,0,1,0,1,1
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_fissicatena_group,s__uncultured_bacterium_g__Eubacterium_fissicatena_group,OTU531,1,0,0,0,0,253,117,147,117,666,77,7,16,187,10
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Butyricicoccus,s__uncultured_bacterium_g__Butyricicoccus,OTU761,0,29,2,17,23,0,0,0,0,0,0,0,2,4,4
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified_g__Bacteroides,OTU506,9,99,71,32,30,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__norank_f__Erysipelotrichaceae,s__uncultured_bacterium_g__norank_f__Erysipelotrichaceae,OTU534,0,0,0,0,0,0,11,13,0,11,15,7,0,12,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus_plantarum_g__Lactobacillus,OTU327,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU700,0,0,0,0,0,0,1,6,0,3,15,20,16,17,29
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_vadinBB60_group,f__norank_o__Clostridia_vadinBB60_group,g__norank_f__norank_o__Clostridia_vadinBB60_group,s__unclassified_g__norank_f__norank_o__Clostridia_vadinBB60_group,OTU414,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__unclassified_g__Lactobacillus,OTU353,0,0,0,0,0,1,19,2,0,0,0,1,1,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__unclassified_g__norank_f__Muribaculaceae,OTU770,2,9,5,15,10,0,0,0,5,0,5,27,21,15,15
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_respiraculi,OTU471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Rodentibacter,s__unclassified_g__Rodentibacter,OTU548,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
